order_id,order_item_id,order_status,order_purchase_timestamp,order_purchase_year,order_purchase_month,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,shipping_limit_date,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_id,seller_zip_code_prefix,seller_city,seller_state,product_id,product_category_name,product_category_name_english,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,freight_value,item_total_value,payment_type_main,payment_types_used,payment_installments_total,payment_value_total,payment_count,delivery_days,estimated_delivery_days,delivery_delay_days,is_late_delivery,is_same_state_sale
5cb8558cbb7c0c2f00f43468579d3e3c,1,shipped,2016-10-04 15:02:37,2016,10,2016-10-05 03:10:59,2016-10-15 10:14:10,,2016-12-02,2016-10-09 03:10:59,2ff5a6455514da421bd25d6e4ceb1d12,2e629c69eaa172cb271dcf7f890f921a,33400,lagoa santa,MG,184a67a8f9f63234d3a92340bbdb727f,89220,joinville,SC,ad5396bf96af6ede77130e54ad266c61,moveis_decoracao,furniture_decor,39.0,252.0,1.0,900.0,16.0,34.0,34.0,22.37,17.78,40.150000000000006,boleto,boleto,1.0,40.15,1.0,,58,,False,False
83812118bb682267a9880ea1b261ac4b,1,delivered,2016-10-04 15:07:21,2016,10,2016-10-07 10:12:10,2016-10-11 10:12:10,2016-10-31 21:57:07,2016-12-08,2016-10-11 10:12:10,6b4acd0818e5852c5271cb061ccbb493,28706b8dc0fe2a95fbcec1e53253d8e4,60175,fortaleza,CE,620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ,eba7488e1c67729f045ab43fac426f2e,perfumaria,perfumery,43.0,259.0,1.0,610.0,22.0,14.0,16.0,249.9,27.91,277.81,credit_card,credit_card,4.0,277.81,1.0,27.0,64,-38.0,False,False
98974b076b01553d49ee6467905675a7,1,delivered,2016-10-04 15:44:44,2016,10,2016-10-06 15:57:59,2016-11-11 15:29:15,2016-11-17 08:38:57,2016-11-24,2016-10-21 16:20:21,dc7cdb748679fb6f280f66d7582c5e59,eeb1b66fee35b3f1e3dfc27ff80fc0a2,4024,sao paulo,SP,5b179e9e8cc7ab6fd113a46ca584da81,5424,sao paulo,SP,ecf23a6c1689e2bed38171ececac6138,utilidades_domesticas,housewares,56.0,1688.0,4.0,1700.0,16.0,17.0,17.0,109.9,11.23,121.13000000000001,credit_card,credit_card,6.0,121.13,1.0,43.0,50,-7.0,False,True
d2292ff2201e74c5db154d1b7ae68cbb,1,delivered,2016-10-04 16:05:29,2016,10,2016-10-06 15:59:12,2016-10-21 14:23:38,2016-11-03 10:08:51,2016-11-24,2016-10-21 16:38:42,53a400fdb22676639e4cbf33197e2a6e,37751f6b47c9a1dc55fffde08f0183fc,8051,sao paulo,SP,cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP,e1ed3c28e40cbce2783e79eea79e8701,moveis_decoracao,furniture_decor,57.0,241.0,1.0,1800.0,40.0,8.0,35.0,49.9,11.74,61.64,credit_card,credit_card,2.0,61.64,1.0,29.0,50,-21.0,False,True
a6475bb7a50387e3c665534e15bd40ac,1,invoiced,2016-10-04 16:28:25,2016,10,2016-10-05 02:46:17,,,2016-11-28,2016-10-09 02:46:18,442d66f0d96f656096dd70f1b0391e40,45d9410bc1f3c6e36dea41d8f823ada6,20511,rio de janeiro,RJ,432c67955c0acd1fd6b0b5d678766a71,5571,sao paulo,SP,39731b928af43b0f49dd60d4706e403f,beleza_saude,health_beauty,50.0,431.0,4.0,20100.0,90.0,60.0,20.0,599.0,60.41,659.41,boleto,boleto,1.0,659.41,1.0,,54,,False,False
cb29497c3782a76b57327c055d58b0e0,2,delivered,2016-10-04 16:41:59,2016,10,2016-10-06 15:55:55,2016-10-24 07:05:30,2016-10-29 12:53:41,2016-11-28,2016-10-21 16:22:52,663c23427108785957931a3ac88f6085,2e15add79c76241beffe812a24ad3a31,22745,rio de janeiro,RJ,b2ba3715d723d245138f291a6fe42594,3470,sao paulo,SP,8adc1d29aa4fd4d758a91ef997c8a0a2,brinquedos,toys,46.0,303.0,1.0,1450.0,28.0,25.0,29.0,64.9,16.7,81.60000000000001,credit_card,credit_card,5.0,163.2,1.0,24.0,54,-30.0,False,False
d1eb8e4e276a4eea13a5c462c0765e60,1,delivered,2016-10-04 19:30:28,2016,10,2016-10-06 03:10:33,2016-10-10 03:10:34,2016-10-13 03:10:34,2016-12-06,2016-10-10 03:10:34,9031f9dcde5860b34e6c65ac5c796d30,f99053da7416fd6d626451cd49e44e0f,45820,eunapolis,BA,2138ccb85b11a4ec1e37afbd1c8eda1f,8250,sao paulo,SP,c3b8f6be3507bb05fd83797f81f679bc,telefonia,telephony,32.0,331.0,1.0,175.0,18.0,3.0,12.0,19.99,20.8,40.79,boleto,boleto,1.0,40.79,1.0,8.0,62,-54.0,False,False
5cc475c7c03290048eb2e742cd64cb5e,1,delivered,2016-10-04 21:54:52,2016,10,2016-10-05 03:10:31,2016-12-06 17:24:00,2016-12-12 20:31:54,2016-11-24,2016-10-09 03:10:31,75e8f990b9e289013b1d092614b52487,2bf93b9956e26356b52f5d426c7801de,3275,sao paulo,SP,897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP,3410cbd7df2130ec3cb9300ef0fe3df1,informatica_acessorios,computers_accessories,34.0,324.0,1.0,675.0,21.0,13.0,16.0,71.0,11.69,82.69,boleto,boleto,1.0,82.69,1.0,68.0,50,18.0,True,True
bcbc0973414b1dd97555e6f8e9713cfa,4,delivered,2016-10-04 23:59:01,2016,10,2016-10-05 03:45:41,2016-10-09 03:45:42,2016-10-16 10:41:50,2016-11-28,2016-10-09 03:45:42,3f6f000d5b0a959f38481fad4ab7cac2,221234182f828fb9f2a4ba9c89874ede,87820,cidade gaucha,PR,cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP,d48e56be99464cbf285a9da17f618165,moveis_decoracao,furniture_decor,54.0,584.0,1.0,1200.0,33.0,8.0,23.0,79.9,15.91,95.81,credit_card,credit_card,3.0,383.24,1.0,11.0,54,-43.0,False,False
7a7d2c889e27d93b2005462a8788e168,1,delivered,2016-10-05 00:32:31,2016,10,2016-10-06 15:57:05,2016-10-30 14:03:48,2016-10-31 14:03:48,2016-11-25,2016-10-10 15:57:05,88927ff4f54b497957d9947e926ec6fe,6320163c8653234370204578f308e39f,14166,sertaozinho,SP,dc8798cbf453b7e0f98745e396cc5616,5455,sao paulo,SP,f6fe388c9bfc145a2790437f1e4888d9,fashion_roupa_masculina,fashion_male_clothing,53.0,1434.0,2.0,300.0,16.0,2.0,11.0,24.9,10.96,35.86,credit_card,credit_card,3.0,35.86,1.0,26.0,50,-25.0,False,True
34c718970b33419ed6d537a90366231b,1,delivered,2016-10-05 08:41:18,2016,10,2016-10-06 15:44:00,2016-10-24 16:33:49,2016-10-31 21:41:26,2016-11-29,2016-10-10 15:44:00,ac68706c6f747bf0f7e7986a7ba40155,e8798977c2a62ecf8f2b17fba406097f,30380,belo horizonte,MG,46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ,7ed8c74b7ad2f1790a24a24c071da537,brinquedos,toys,52.0,288.0,2.0,667.0,25.0,33.0,31.0,119.99,14.81,134.79999999999998,credit_card,credit_card,6.0,134.8,1.0,26.0,54,-29.0,False,False
e2eaf909eb6ba881117aa407992a5ffb,1,delivered,2016-10-05 11:05:52,2016,10,2016-10-07 02:49:09,2016-11-01 07:13:36,2016-11-14 15:03:36,2016-11-25,2016-10-11 02:49:10,4aa9a7eb520f8efdf80da20ba889f190,a36dfd7f887f03e4818a77b11784236e,18079,sorocaba,SP,a7f13822ceb966b076af67121f87b063,8577,itaquaquecetuba,SP,b73f6899a58fe7a37e55149e9a11c717,moveis_escritorio,office_furniture,19.0,917.0,1.0,10500.0,53.0,73.0,18.0,86.99,28.23,115.22,boleto,boleto,1.0,115.22,1.0,40.0,50,-11.0,False,True
cac247cece621e1bc64748d44331d22d,1,delivered,2016-10-05 12:34:04,2016,10,2016-10-06 15:49:11,2016-10-30 15:24:49,2016-11-04 14:31:26,2016-12-07,2016-10-21 16:23:22,a39a11e156aa248ef573dbb7c65580d2,1979dc402581a74e2bd0c0853951311d,52091,recife,PE,620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ,eba7488e1c67729f045ab43fac426f2e,perfumaria,perfumery,43.0,259.0,1.0,610.0,22.0,14.0,16.0,249.9,23.87,273.77,credit_card,credit_card,10.0,273.77,1.0,30.0,62,-33.0,False,False
ad1aeeb1a99c9f021e38a49865bb812c,5,delivered,2016-10-05 12:41:38,2016,10,2016-10-07 02:49:06,2016-10-21 16:23:50,2016-10-26 13:31:53,2016-12-09,2016-10-21 16:23:50,6deeb4ffef6cf320ef5a642302f04104,5f61b10d70849d46be5643b7453e1708,65065,sao luis,MA,024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,d9894482fba41f536a273ba2276d951f,market_place,market_place,62.0,310.0,2.0,600.0,20.0,14.0,20.0,77.9,26.3,104.2,boleto,boleto,1.0,625.2,1.0,21.0,64,-44.0,False,False
ac2b7c522d811acba0aa270ed3e112e4,1,delivered,2016-10-05 15:08:00,2016,10,2016-10-06 15:44:26,2016-10-10 15:44:27,2016-10-13 15:44:27,2016-11-29,2016-10-10 15:44:27,ef21aebbb093a6db29ccc6aa0b89c347,664f7107c351f24b16b68919398730a0,13610,leme,SP,ed859002ad59dbf8cf3602696a6c3000,86035,londrina,PR,4632bc49b300378ed4f1d48f424d414e,automotivo,auto,33.0,513.0,2.0,795.0,30.0,15.0,26.0,294.9,20.34,315.23999999999995,credit_card,credit_card,10.0,315.24,1.0,8.0,54,-47.0,False,False
03ffce741877a000ca0fb3520673d4c4,1,delivered,2016-10-05 15:17:57,2016,10,2016-10-06 16:02:36,2016-10-15 12:39:28,2016-10-25 20:28:33,2016-12-09,2016-10-10 16:02:37,e937151346d1bec664f5b80cd798bdd2,2760aef7bd977a44aabf53f656e92722,53635,igarassu,PE,76d5af76d0271110f9af36c92573f765,3194,sao paulo,SP,660422061e06da17ca6101e9d6b7aae8,esporte_lazer,sports_leisure,35.0,1214.0,4.0,30000.0,40.0,97.0,40.0,649.0,169.12,818.12,credit_card,credit_card,10.0,818.12,1.0,20.0,64,-45.0,False,False
ca3b8093576a51bea61c9782c7771f62,1,delivered,2016-10-05 17:14:27,2016,10,2016-10-06 16:02:42,2016-10-21 16:33:31,2016-10-24 16:33:31,2016-11-25,2016-10-21 16:33:31,4ab07666a1b8ff428bda51600a94f753,d8cef4d551f57b2f2657619815495c56,5709,sao paulo,SP,bd4ff04377f974574f7f0bf9d6ce7dde,17370,santa maria da serra,SP,1178e5819b87e4a8846d636e39df026b,automotivo,auto,62.0,418.0,6.0,400.0,16.0,7.0,12.0,49.99,10.96,60.95,credit_card,credit_card,6.0,60.95,1.0,18.0,50,-32.0,False,True
2fd1c83dd4714cf3cf796fffb6c8de62,1,unavailable,2016-10-05 17:21:29,2016,10,2016-10-06 15:55:40,,,2016-11-29,2016-10-10 15:55:42,7f51c513004ef3f35e834c142f286778,30fceee7cb0dbe6926f2b1128f2b3648,31910,belo horizonte,MG,3d01d1c414c44b5943a09619ff3853cb,13040,campinas,SP,17c7ec33a1657924ad493e6978b4bf91,bebes,baby,31.0,594.0,6.0,950.0,22.0,20.0,28.0,99.0,9.12,108.12,credit_card,credit_card,7.0,192.19,1.0,,54,,False,False
14b01335f19b97fce1437168032ae388,1,delivered,2016-10-05 19:09:33,2016,10,2016-10-06 15:59:18,2016-10-15 12:26:22,2016-10-18 20:37:33,2016-11-29,2016-10-10 15:59:20,10d74e1a3adaeada0d8da4a2b2891cc3,abcee124c52c041bafc381cbc0036d24,13081,campinas,SP,184a67a8f9f63234d3a92340bbdb727f,89220,joinville,SC,ad5396bf96af6ede77130e54ad266c61,moveis_decoracao,furniture_decor,39.0,252.0,1.0,900.0,16.0,34.0,34.0,22.37,39.93,62.3,credit_card,credit_card,3.0,162.39,1.0,13.0,54,-42.0,False,False
14b01335f19b97fce1437168032ae388,4,delivered,2016-10-05 19:09:33,2016,10,2016-10-06 15:59:18,2016-10-15 12:26:22,2016-10-18 20:37:33,2016-11-29,2016-10-10 15:59:20,10d74e1a3adaeada0d8da4a2b2891cc3,abcee124c52c041bafc381cbc0036d24,13081,campinas,SP,184a67a8f9f63234d3a92340bbdb727f,89220,joinville,SC,c006d1427332464b79808bd9dfaec943,moveis_decoracao,furniture_decor,36.0,252.0,1.0,500.0,16.0,34.0,34.0,22.37,3.99,26.36,credit_card,credit_card,3.0,162.39,1.0,13.0,54,-42.0,False,False
cf47ad2fb60cae3f74b943646f685c94,1,delivered,2016-10-05 20:09:05,2016,10,2016-10-06 15:44:36,2016-10-15 12:40:42,2016-10-24 18:11:32,2016-12-09,2016-10-10 15:44:37,053716fea805d6b29d6f8b6113fefe4d,3b2aa495b3557acad84b380301a9cc94,62570,bela cruz,CE,522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR,fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,consoles_games,33.0,912.0,2.0,1500.0,33.0,25.0,11.0,629.9,31.85,661.75,credit_card,credit_card,5.0,661.75,1.0,18.0,64,-46.0,False,False
f7886facb594e65f0c41cdbb0583b560,1,delivered,2016-10-05 20:20:57,2016,10,2016-10-07 02:48:30,2016-10-14 23:21:18,2016-10-20 18:14:50,2016-11-29,2016-10-11 02:48:31,a6d276e9c75cfeb2db5ddec9add0565e,257c88e7a3ace7aa1a5eb5677f86b5b0,96413,bage,RS,a3a38f4affed601eb87a97788c949667,89204,joinville,SC,5b8423dc7f23089c9c59c5d140eb5a1c,brinquedos,toys,59.0,1629.0,3.0,5250.0,51.0,15.0,52.0,129.99,24.11,154.10000000000002,boleto,boleto,1.0,154.1,1.0,14.0,54,-40.0,False,False
5da2004d85f2828349d887c989da2adc,1,delivered,2016-10-05 20:20:59,2016,10,2016-10-07 02:48:26,2016-11-21 10:23:41,2016-11-26 08:16:49,2016-11-29,2016-10-11 02:48:26,95f592086150f0c95d3082aea047b816,9a7d84a4238838d9573057c632139951,31140,belo horizonte,MG,87f3e35268860433e13d577825aada95,12955,bom jesus dos perdoes,SP,72bf8fd8b4596a7fa2c2cfab031204ed,moveis_decoracao,furniture_decor,33.0,650.0,2.0,200.0,19.0,10.0,16.0,19.9,14.52,34.42,boleto,boleto,1.0,34.42,1.0,51.0,54,-3.0,False,False
799dc0fd216e2a8e571a2684ddb6f940,1,canceled,2016-10-05 22:49:57,2016,10,2016-10-06 15:54:47,,,2016-12-23,2016-10-20 16:54:48,f3fecb293f31350518ee2ac197202282,a34c42acb1860ba63a4d59e9295ea75a,11662,caraguatatuba,SP,ea6b12bf9ffe2bac34602ec631d97a47,7093,guarulhos,SP,4a92216ec92c54fca6f132ae1988390d,brinquedos,toys,36.0,355.0,3.0,900.0,30.0,35.0,40.0,128.7,12.29,140.98999999999998,credit_card,credit_card,3.0,140.99,1.0,,78,,False,True
d0fc18b01244d3a08b0fd12deede8201,1,delivered,2016-10-06 07:08:15,2016,10,2016-10-07 03:09:23,2016-10-21 16:18:05,2016-10-31 11:27:54,2016-11-30,2016-10-21 16:18:05,da70cbcb5012f2055b4f2c90d28725fc,cf3ca218511c73ca4a1c6a19e71f02d4,37060,varginha,MG,011b0eaba87386a2ae96a7d32bb531d1,17580,pompeia,SP,508d48ea59be64138f0015d2cb9c75e7,beleza_saude,health_beauty,29.0,1212.0,1.0,5400.0,18.0,10.0,15.0,49.99,14.59,64.58,boleto,boleto,1.0,129.16,1.0,25.0,54,-30.0,False,False
ab8e5f9b860cd703f5f647200c2c7b58,1,delivered,2016-10-06 09:07:52,2016,10,2016-10-06 15:53:38,2016-10-21 14:23:38,2016-10-31 21:42:17,2016-12-02,2016-10-22 16:21:54,ddd605e2739b3dfa7ad248ba164ff869,90cef361fed2e841d4a2ca888590b952,13083,campinas,SP,85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG,95c40b993a22463c83beb5c51a03d46c,informatica_acessorios,computers_accessories,33.0,1084.0,2.0,200.0,41.0,2.0,29.0,20.9,14.52,35.42,credit_card,credit_card,1.0,35.42,1.0,25.0,56,-32.0,False,False
1c4cafd25254eee31c8c9b8c141fb10a,1,delivered,2016-10-06 10:12:12,2016,10,2016-10-06 16:01:15,2016-10-21 16:38:22,2016-10-27 11:43:40,2016-12-06,2016-10-21 16:38:22,b03bfe9da81252f5e3b39196ba3518c0,ac10064713bd3169f17aed85acad2106,71020,brasilia,DF,4d600e08ecbe08258c79e536c5a42fee,85988,entre rios do oeste,PR,09b590ada623ecf66329917ea4731957,relogios_presentes,watches_gifts,44.0,1396.0,2.0,214.0,17.0,11.0,13.0,649.17,22.14,671.31,credit_card,credit_card,4.0,671.31,1.0,21.0,60,-40.0,False,False
59fa27082bb77c5dbd8a6568f3b34380,1,delivered,2016-10-06 11:32:00,2016,10,2016-10-06 16:05:17,2016-10-30 14:37:41,2016-11-01 15:04:41,2016-11-28,2016-10-21 16:35:22,1013b3cb87e89aa951b7f556f8c26d33,0032c76b20340da25249092a268ce66c,13515,charqueada,SP,817f85dbb65aa3e70831d90fe75cdf89,18530,tiete,SP,4e0946aebc8e1d7521219ec1e7380aed,brinquedos,toys,48.0,485.0,1.0,5470.0,48.0,27.0,42.0,128.9,16.04,144.94,credit_card,credit_card,1.0,144.94,1.0,26.0,52,-27.0,False,True
dc91dbf7defabdf37c52672a989bad1b,1,delivered,2016-10-06 12:22:07,2016,10,2016-10-06 16:00:13,2016-10-26 11:49:34,2016-10-27 05:38:36,2016-12-02,2016-10-10 16:00:14,63b1c99583effeec017dd7546c6a97ae,b3724b93edd00e472e1db7017236f60a,22740,rio de janeiro,RJ,fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC,0b230f10ac2cfc4c831b825bf31a5de2,pet_shop,pet_shop,63.0,1440.0,3.0,1500.0,50.0,20.0,40.0,109.9,17.96,127.86000000000001,credit_card,credit_card,2.0,127.86,1.0,20.0,56,-36.0,False,False
b8b9d7046c083150cb5360b83a8ebb51,1,delivered,2016-10-06 12:51:54,2016,10,2016-10-06 16:05:19,2016-10-15 12:24:17,2016-10-18 13:24:17,2016-11-28,2016-10-10 16:05:20,ec271753df25bad1135a375ed6d7f113,6d0572dd5acc888fae43a2e5789bb990,14702,bebedouro,SP,8fdca8e349553f99bc738833a62c8802,2189,sao paulo,SP,12715d8bb61f9c2c26219377d9737584,eletronicos,electronics,53.0,1996.0,3.0,373.0,21.0,11.0,17.0,107.99,11.8,119.78999999999999,credit_card,credit_card,3.0,119.79,1.0,12.0,52,-41.0,False,True
60856ac7677a70cd87ad25d9b34d051b,1,invoiced,2016-10-06 14:36:59,2016,10,2016-10-06 15:41:47,,,2016-11-28,2016-10-21 16:24:25,bf3143805b420affe47047794eae0872,b139fbdcd53f8036eb05d3023fc97580,13390,rio das pedras,SP,ce27a3cc3c8cc1ea79d11e561e9bebb6,3006,sao paulo,SP,a18c130946b89ab774bc5948fe71e2a5,consoles_games,consoles_games,53.0,520.0,6.0,300.0,20.0,5.0,15.0,15.0,10.96,25.96,credit_card,credit_card,1.0,25.96,1.0,,52,,False,True
10d1e90a86d2be981a52b6a927c97dc5,2,delivered,2016-10-06 15:19:40,2016,10,2016-10-07 10:11:30,2016-10-26 14:11:25,2016-11-07 16:26:10,2016-12-12,2016-10-11 10:11:31,6b3ed42b480bc5831a094f35dc11b668,9342b18c97a2bbf3fa9d97aceb0b6dd4,59054,natal,RN,575df70bde3f9f2b30bf8d2e9910d725,15075,sao jose do rio preto,SP,d38b73f9519632415b56acb83abc77fa,utilidades_domesticas,housewares,54.0,620.0,3.0,1900.0,47.0,11.0,25.0,199.9,33.7,233.60000000000002,credit_card,credit_card,2.0,467.2,1.0,32.0,66,-35.0,False,False
b7026ba7432929d99880463305b8ce98,1,delivered,2016-10-06 16:17:56,2016,10,2016-10-06 16:52:11,2016-11-04 16:33:54,2016-11-10 15:14:34,2016-12-06,2016-10-21 16:32:42,dd0cb909d16aa0eecf68d37defbb7f7f,dccb0c4954538b15d8c4fa1fb69456aa,25250,duque de caxias,RJ,b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,f3dd572f31692bb5b6ab21d2af0673b1,cool_stuff,cool_stuff,56.0,730.0,1.0,2550.0,35.0,28.0,22.0,136.9,25.7,162.6,credit_card,credit_card,5.0,162.6,1.0,34.0,60,-26.0,False,False
2276cb38c742033aac3f4a4d67b57ab3,1,delivered,2016-10-06 17:42:49,2016,10,2016-10-06 18:11:59,2016-10-30 11:38:48,2016-10-31 11:38:48,2016-11-30,2016-10-21 16:35:38,39ecef3d8a542ee6b91e7bfd7e9a6b87,e08b2dabdfac348704d3b031dfbf6d5f,35547,carmo da mata,MG,620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ,027cdd14a677a5834bc67a9789db5021,perfumaria,perfumery,42.0,544.0,1.0,341.0,20.0,18.0,16.0,89.9,15.49,105.39,credit_card,credit_card,3.0,105.39,1.0,24.0,54,-30.0,False,False
